startYear,startMonth,startDay,startTime,endYear,endMonth,endDay,endTime,displayDate,headline,text,mediaUrl,mediaCredit,mediaCaption,mediaThumbail,type,group,backgroundUrl,backgroundColor
,,,,,,,,,Kaleko Afari Solidarioak ,"¿Qué es? ¿Cómo funciona? ¿Cuál es su labor?
En esta cronología descubrirás todo por dentro siguiendo un día con ellos. Se trata de una iniciativa ciudadana que tiene como objetivo principal dar de cenar a personas que no disponen de recursos. Las cenas se reparten en la plaza de la Constitución en Donostia-San Sebastián.",,,,,title,,,#BB7CAF 
2024,11,26,19:00,,,,,,Comienzan a pelar las verduras,"Los voluntarios van a realizar potaje, en este caso alubias, por lo que comienzan lavando y pelando las verduras, como zanahoria, pimiento verde y tomate.",img/IMG_2207.jpg,,,,,,,#BB7CAF 
2024,11,26,19:30,,,,,,Se colocan las alubias a remojo,Colocan las alubias blancas en este caso en una olla a remojo.,img/IMG_2204.jpg,,,,,,,#BB7CAF 
2024,11,27,15:00,,,,,,Empiezan a colocar los ingredientes en las ollas,Echan las alubias blancas junto con la verdura en una olla de 40 litros para que comience a cocinarse muy lentamente.,img/IMG_2217.jpg,,,,,,,#BB7CAF 
2024,11,27,17:00,,,,,,La comida ya esta preparada,A fuego lento se han ido cocinando todos los ingredientes hasta tener la comida lista.,img/IMG_2215.jpg,,,,,,,#BB7CAF 
2024,11,27,18:00,,,,,,Se dirigen a la parroquia de Franciscanos de Atotxa,"Con la comida lista en las ollas. Algunos van en coche y otros, andando, con carros de la compra donde llevan las ollas. Cada voluntario es responsable de llegar a la hora estimada.",img/IMG_2213.jpg,,,,,,,#BB7CAF 
2024,11,27,18:30:00,2024,11,27,19:00:00,,Se juntan todos los voluntarios que han decidido participar,Todos los voluntarios se reúnen en la Parroquia de Franciscanos de Atotxa para comenzar con los preparativos.,img/IMG_2206.jpg,,,,,,,#BB7CAF 
2024,11,27,19:15,,,,,,Se saca el material,"Los voluntarios sacan el material que necesitarán para esa jornada, ya sean bolsas de plástico, cucharas y dos servilletas para cada comensal. Además, se sirve la comida en los tuppers; suelen calcular cuántas raciones han de llevar dependiendo de cuántas dieron el día anterior, ya sea 5 más arriba o 5 más abajo; normalmente apuntan hacia arriba.",img/IMG_2208.jpg,,,,,,,#BB7CAF 
2024,11,27,19:45,,,,,,Algunos voluntarios salen a por el pan,"Algunos voluntarios salen a por el pan a diversas panaderías, las cuales donan barras de pan que no se han vendido durante el día.",img/IMG_2220.jpg,,,,,,,#BB7CAF 
2024,11,27,20:00,,,,,,Cortan el pan ,"Los voluntarios cortan el pan y lo colocan en cada bolsa, se cierran las bolsas y se prepara todo para salir.",img/IMG_2220.jpg,,,,,,,#BB7CAF 
2024,11,27,20:10,,,,,,Salen en dirección al punto de reparto,"Mediante unas cajas plegables y unas carretillas, salen en dirección a la Plaza Gipuzkoa para el posterior reparto de las raciones de comida.",img/IMG_2212.jpg,,,,,,,#BB7CAF 
2024,11,27,20:10,,,,,,Se reparten los tickets,Dos voluntarios acuden al punto de encuentro para repartir tickets con los que sabrán cuántas personas van a acudir ese día a por comida y para que a cada uno le corresponda una ración de comida.,img/IMG_2204.jpg,,,,,,,#BB7CAF 
2024,11,27,20:30,,,,,,Comienzan con el reparto de la comida,Los voluntarios comienzan con el reparto de la comida. Este se realiza de la siguiente manera: llaman por números a cada persona con su ticket y van entregando las raciones de comida.,img/IMG_2213.jpg,,,,,,,#BB7CAF 
2024,11,27,21:00,,,,,,Finalizan el reparto,"Los voluntarios finalizan el reparto de comida; posteriormente, se felicitan entre ellos y cada uno se va a casa.",img/IMG_2207.jpg,,,,,,,#BB7CAF 
